okres,tytul,autor,pozycja_w_rankingu,zmiana_w_rankingu,ocena,liczba_ocen,liczba_czytelnikow,liczba_recenzji
11-2025,Zęza,Ewa Przydryga,43,spadek,7.7,602,1315,216
11-2025,Misja,Michel Desmarquet,44,nowosc,7.1,377,1011,84
11-2025,Dwór cierni i róż,Sarah J. Maas,45,awans,7.5,4543,8947,447
11-2025,Colette,Valérie Perrin,46,spadek,7.8,2180,5508,418
11-2025,Chłopki. Opowieść o naszych babkach,Joanna Kuciel-Frydryszak,47,awans,8.0,18506,33609,2436
11-2025,Szatańskie tango,László Krasznahorkai,48,spadek,7.5,200,1403,30
11-2025,Goście weselni,Alison Espach,49,spadek,7.2,5110,8969,757
11-2025,Zabawa w chowanego,Søren Sveistrup,50,spadek,7.6,1208,2910,267
11-2025,Katharsis,Maciej Siembieda,51,awans,8.2,4763,9338,757
11-2025,Mrok jest po naszej stronie,Katarzyna Zyskowska,52,nowosc,8.1,814,2101,198
11-2025,Półprawdy,Melka Kowal,53,nowosc,7.7,292,788,75
11-2025,Alter,Marcel Moss,54,nowosc,7.5,946,1522,297
11-2025,Projekt Hail Mary,Andy Weir,55,nowosc,8.2,1708,3482,240
11-2025,Głos z piekła,Marek Krajewski,56,spadek,7.3,394,949,155
11-2025,Żniwiarz cienia,Katarzyna Bonda,57,nowosc,7.4,664,1069,113
11-2025,Tylko durnie żyją do końca,Zyta Rudzka,58,spadek,6.8,621,1761,134
11-2025,Krwi nie odmówi nikt,Ryszard Ćwirlej,59,nowosc,7.4,185,419,55
11-2025,Złączeni honorem,Cora Reilly,60,nowosc,7.6,5128,8432,534
11-2025,Umbra,Paulina Świst,61,nowosc,7.6,785,1359,194
11-2025,Paprotniki,Agnieszka Peszek,62,spadek,7.0,911,1590,184
11-2025,Heated Rivalry,Rachel Reid,63,nowosc,7.6,272,623,46
11-2025,Przymierze wody,Abraham Verghese,64,awans,8.3,177,1209,54
11-2025,Korowód,Jakub Małecki,65,awans,7.4,3777,6823,562
11-2025,Hyperion,Dan Simmons,66,awans,8.2,10013,22624,1033
11-2025,Zbędni,Wojciech Chmielarz,67,awans,7.2,4077,6416,666
11-2025,"To samo, ale inaczej. Opowiedz siebie na nowo",Joanna Flis,68,nowosc,7.8,126,644,18
11-2025,"Atomowe nawyki. Drobne zmiany, niezwykłe efekty",James Clear,69,awans,7.7,7839,20186,832
11-2025,Rozdroże kruków,Andrzej Sapkowski,70,awans,7.3,10186,16342,1549
11-2025,Słowik,Kristin Hannah,71,awans,8.3,14469,27020,1955
11-2025,W dobrych rękach,Yael van der Wouden,72,spadek,7.1,545,2041,125
11-2025,Pamiętnik mojej siostry,Loreth Anne White,73,spadek,7.3,1276,2326,243
11-2025,Ogród rozpaczy ziemskich,Beatriz Serrano,74,spadek,7.1,1290,3669,243
11-2025,Psie troski,Tom Justyniarski,75,nowosc,7.4,160,379,33
11-2025,Sybiraczka,Sylwia Kubik,76,nowosc,8.0,284,583,78
11-2025,Kasztanowy ludzik,Søren Sveistrup,77,awans,7.5,5477,9535,915
11-2025,Gdzie śpiewają raki,Delia Owens,78,awans,7.9,28747,48477,3881
11-2025,Słowiański przewodnik po świętowaniu,Anna Stasiak,79,nowosc,7.8,111,689,32
11-2025,Zmora,Robert Małecki,80,awans,7.2,2946,5060,542
11-2025,Krucha ostoja,Catherine Cowles,81,nowosc,7.5,666,1105,125
11-2025,Krew i Popiół,Jennifer L. Armentrout,82,nowosc,7.6,5360,11866,875
11-2025,Bezkarny,Remigiusz Mróz,83,nowosc,7.1,3220,5081,495
11-2025,Delikatna ucieczka,Catherine Cowles,84,nowosc,7.6,453,737,81
11-2025,Porzucone dziecko,Marcel Moss,85,spadek,7.4,1099,1920,301
11-2025,Podejrzany X. Pochodna zbrodni,Keigo Higashino,86,nowosc,7.1,1187,2372,356
11-2025,Cień wiatru,Carlos Ruiz Zafón,87,awans,8.1,50216,90340,4783
11-2025,Buddenbrookowie. Upadek pewnej rodziny,Thomas Mann,88,nowosc,7.8,1936,6022,174
11-2025,Traktat o łuskaniu fasoli,Wiesław Myśliwski,89,spadek,8.2,9777,26702,1088
11-2025,Piętno,Przemysław Piotrowski,90,nowosc,7.7,11558,18768,1967
11-2025,Chłopiec z latawcem,Khaled Hosseini,91,nowosc,8.3,11563,26057,1333
11-2025,Zaleca się kolejnego kota,Shō Ishida,92,nowosc,7.4,626,1383,124
11-2025,Wilk z lasu,Aneta Jadowska,93,spadek,7.9,885,1458,153
11-2025,God of Malice,Rina Kent,94,nowosc,7.3,490,1132,95
11-2025,Rok 1984,George Orwell,95,nowosc,8.6,2626,4728,213
11-2025,Bezsilna,Piotr Kościelny,96,spadek,7.3,732,1259,224
11-2025,Czerwień,Małgorzata Oliwia Sobczak,97,awans,7.3,7767,13029,1212
11-2025,Finansowa forteca,Marcin Iwuć,98,spadek,8.9,3189,9893,979
11-2025,W kajdanach,SenLinYu,99,spadek,8.3,319,718,64
11-2025,Yellowface,Rebecca F. Kuang,100,nowosc,7.0,6477,11829,927
11-2025,Rzeka lodu,Ariel Lawhon,101,nowosc,7.7,700,1692,138
11-2025,Problem trzech ciał,Cixin Liu,102,nowosc,7.5,9281,19462,1153
11-2025,Wola wielu,James Islington,103,nowosc,8.3,748,3531,162
11-2025,Jeszcze kiedyś zatańczę w deszczu,Jakub Bączykowski,104,spadek,7.8,382,990,103
11-2025,"Ludzie, którzy wiedzą. Dziwne przypadki Roberta Storma",Andrzej Pilipiuk,105,nowosc,7.4,183,458,35
11-2025,Pułapki myślenia. O myśleniu szybkim i wolnym,Daniel Kahneman,106,spadek,7.9,4554,27082,494
11-2025,"Ja, która nie poznałam mężczyzn",Jacqueline Harpman,107,awans,7.2,3117,7593,478
11-2025,Szklany Tron,Sarah J. Maas,108,nowosc,7.8,15944,32149,1678
11-2025,Jak wychować zająca,Chloe Dalton,109,nowosc,7.6,247,1071,72
11-2025,Krew nad Jasną Przystanią,M. L. Wang,110,nowosc,8.0,272,1708,74
11-2025,Edukacja motyli,Donato Carrisi,111,spadek,7.6,533,1121,172
11-2025,Kairos,Jenny Erpenbeck,112,spadek,6.8,476,1846,107
11-2025,Była sobie radość,Katarzyna Michalak,113,nowosc,7.4,215,364,107
11-2025,Lekcje chemii,Bonnie Garmus,114,bez-zmian,8.0,10548,18012,1517
11-2025,Wichrowe wzgórza,Emily Jane Brontë,115,nowosc,7.4,890,1902,100
11-2025,Siedem sióstr,Lucinda Riley,116,nowosc,7.6,8858,19302,1069
11-2025,Krawiec,Vincent V. Severski,117,nowosc,7.4,961,1961,169
11-2025,Rdzeń,Weronika Mathia,118,nowosc,7.4,1423,2349,319
11-2025,Cesarstwo świtu,Jay Kristoff,119,nowosc,8.5,312,1342,66
11-2025,Księga Cieni,Holly Black,120,nowosc,7.5,158,622,39
11-2025,Dusza pokryta bliznami. Opowieści z meekhańskiego pogranicza,Robert M. Wegner,121,nowosc,6.9,605,2027,135
11-2025,Stoner,John Williams,122,spadek,7.9,3897,9680,674
11-2025,Demon Copperhead,Barbara Kingsolver,123,nowosc,8.1,5567,12475,709
11-2025,Wita państwa Dariusz Szpakowski. Autobiografia,"Przemysław Rudzki,Dariusz Szpakowski",124,nowosc,6.5,271,474,68
11-2025,Szczodry,Elżbieta Cherezińska,125,nowosc,7.6,283,715,68
11-2025,Żądło,Paul Murray,126,nowosc,7.6,1015,4024,156
11-2025,Save Us,Mona Kasten,127,nowosc,7.2,3618,6154,392
11-2025,Wróżby to rzecz zimowa,Eugenia Kuzniecowa,128,nowosc,7.4,133,598,53
10-2025,Wczoraj byłaś zła na zielono,Eliza Kącka,1,awans,7.2,1280,4261,285
10-2025,Alchemised,SenLinYu,2,awans,7.3,1892,5229,459
10-2025,Gołoborze,Maciej Siembieda,3,awans,8.3,4219,9777,872
10-2025,Szatańskie tango,László Krasznahorkai,4,nowosc,7.5,200,1403,30
10-2025,Fetysz,Przemysław Piotrowski,5,nowosc,7.7,2935,4803,481
10-2025,Cały ten błękit,Mélissa Da Costa,6,awans,7.8,2948,8801,560
10-2025,"Teoria „Pozwól im”.  Odmieniające życie narzędzie, o którym mówią miliony ludzi",Mel Robbins,7,spadek,6.9,1470,5263,237
10-2025,Obiekty głębokiego nieba,Jakub Małecki,8,spadek,7.7,3215,5821,592
10-2025,Piekło jest puste,Remigiusz Mróz,9,spadek,7.3,2758,4501,401
10-2025,Pomoc domowa,Freida McFadden,10,spadek,7.6,10374,16069,1479
10-2025,Quo vAIdis,Andrzej Dragan,11,nowosc,7.7,1471,4572,206
10-2025,"Schronisko, które przestało istnieć",Sławek Gortych,12,spadek,7.5,14137,24739,1980
10-2025,Zieleń,Małgorzata Oliwia Sobczak,13,bez-zmian,7.6,2125,3803,338
10-2025,Małe życie,Hanya Yanagihara,14,spadek,7.8,16644,44203,2658
10-2025,Zęza,Ewa Przydryga,15,awans,7.7,602,1315,216
10-2025,Melancholia sprzeciwu,László Krasznahorkai,16,nowosc,7.1,220,967,46
10-2025,Kiedy żurawie odlatują na południe,Lisa Ridzén,17,nowosc,8.0,1296,4708,278
10-2025,Zabawa w chowanego,Søren Sveistrup,18,spadek,7.6,1208,2910,267
10-2025,"Schronisko, które zostało zapomniane",Sławek Gortych,19,spadek,7.9,3172,5942,521
10-2025,Kontury,Jakub Jarno,20,nowosc,7.5,1241,2815,272
10-2025,Stefcia,Joanna Adamek,21,awans,7.7,519,1247,136
10-2025,Nocami krzyczą sarny,Katarzyna Zyskowska,22,awans,8.1,4293,8727,718
10-2025,Głębia. Imprint,Marcin Podlewski,23,nowosc,8.0,166,455,47
10-2025,Tylko durnie żyją do końca,Zyta Rudzka,24,nowosc,6.8,621,1761,134
10-2025,Śmiały,Elżbieta Cherezińska,25,nowosc,7.4,519,1541,147
10-2025,Goście weselni,Alison Espach,26,spadek,7.2,5110,8969,757
10-2025,Fourth Wing. Czwarte Skrzydło (dodatkowe rozdziały),Rebecca Yarros,27,bez-zmian,8.0,6762,11691,787
10-2025,Światłoczułość,Jakub Jarno,28,awans,7.7,3924,9285,693
10-2025,Porzucone dziecko,Marcel Moss,29,awans,7.4,1099,1920,301
10-2025,W dobrych rękach,Yael van der Wouden,30,awans,7.1,545,2041,125
10-2025,Kairos,Jenny Erpenbeck,31,nowosc,6.8,476,1846,107
10-2025,Jak poskromić Diabła,Kyra Parsi,32,nowosc,7.7,1352,2322,297
10-2025,Jeszcze kiedyś zatańczę w deszczu,Jakub Bączykowski,33,nowosc,7.8,382,990,103
10-2025,Bezsilna,Piotr Kościelny,34,awans,7.3,732,1259,224
10-2025,Paprotniki,Agnieszka Peszek,35,nowosc,7.0,911,1590,184
10-2025,W kajdanach,SenLinYu,36,awans,8.3,319,718,64
10-2025,Głos z piekła,Marek Krajewski,37,nowosc,7.3,394,949,155
10-2025,Lena,Barbara Wysoczańska,38,nowosc,7.7,642,1144,168
10-2025,Siódme życzenie,Marcin Mortka,39,nowosc,7.6,867,1389,149
10-2025,Człowiek w poszukiwaniu sensu,Viktor E. Frankl,40,awans,7.9,11799,29006,1206
10-2025,Fala,Katarzyna Wolwowicz,41,nowosc,7.5,1594,2357,234
10-2025,Colette,Valérie Perrin,42,spadek,7.8,2180,5508,418
10-2025,Razem aż po szczyt,"Natalia Waszak-Jurgiel,Monika Malita-Bekier",43,nowosc,8.2,126,217,68
10-2025,Przeprawa,Marek Stelar,44,spadek,7.0,1181,1903,248
10-2025,Wśród płonących kwiatów,Samantha Shannon,45,nowosc,7.3,155,589,36
10-2025,Gdyby nie ty. Wydanie filmowe,Colleen Hoover,46,nowosc,7.7,2636,5677,396
10-2025,Chłopki. Opowieść o naszych babkach,Joanna Kuciel-Frydryszak,47,spadek,8.0,18506,33609,2436
10-2025,Ed Gein,Max Czornyj,48,nowosc,7.3,772,1259,172
10-2025,Pamiętnik mojej siostry,Loreth Anne White,49,nowosc,7.3,1276,2326,243
10-2025,"Schronisko, które zostało zapomniane",Sławek Gortych,50,nowosc,7.9,5362,9890,752
10-2025,Jak rozbiłam szkło. Moje dorastanie wśród Świadków Jehowy,Tulia Topa,51,spadek,7.3,865,1976,226
10-2025,Lights Out,Navessa Allen,52,awans,7.0,1294,2381,281
10-2025,Katharsis,Maciej Siembieda,53,spadek,8.2,4763,9338,757
10-2025,Cudze oddechy,Paweł J. Sochacki,54,nowosc,7.5,379,973,139
10-2025,Laboratorium Palestyna. Jak Izrael eksportuje technologię przemocy na cały świat,Antony Loewenstein,55,nowosc,7.4,191,1194,66
10-2025,Gawra,Grzegorz Brudnik,56,spadek,7.8,1286,1993,229
10-2025,Nieznajomi,Izabela Janiszewska,57,nowosc,7.4,2751,4352,503
10-2025,Strażniczki moralności,Anna H. Niemczynow,58,spadek,7.8,264,533,123
10-2025,Za maską wroga,Anna Rybakiewicz,59,awans,8.0,484,810,155
10-2025,"Odwaga bycia nielubianym. Japoński fenomen, który pokazuje jak być wolnym i odmienić własne życie",Ichirō Kishimi,60,awans,7.3,2412,9138,329
10-2025,Władca zazdrości,Ana Huang,61,nowosc,7.4,652,1229,100
10-2025,Bóg techy. Jak wielkie firmy technologiczne przejmują władzę nad Polską i światem,Sylwia Czubkowska,62,spadek,7.7,1047,4035,174
10-2025,Traktat o łuskaniu fasoli,Wiesław Myśliwski,63,spadek,8.2,9777,26702,1088
10-2025,Mate,Ali Hazelwood,64,nowosc,7.2,817,1455,176
10-2025,Hyperion,Dan Simmons,65,awans,8.2,10013,22624,1033
10-2025,Ballada o miłości,Lucinda Riley,66,nowosc,7.8,691,1536,169
10-2025,Ogród rozpaczy ziemskich,Beatriz Serrano,67,spadek,7.1,1290,3669,243
10-2025,"Atomowe nawyki. Drobne zmiany, niezwykłe efekty",James Clear,68,awans,7.7,7839,20186,832
10-2025,Nauczyciele,Freida McFadden,69,spadek,7.1,1562,3071,281
10-2025,"Zadzwoń, jak dojedziesz",Jakub Bączykowski,70,spadek,7.6,3402,6656,703
10-2025,Dwór cierni i róż,Sarah J. Maas,71,spadek,7.5,4543,8947,447
10-2025,Zanim powiesz żegnaj,"Harlan Coben,Reese Witherspoon",72,nowosc,6.7,1741,3190,362
10-2025,Cmentarz grozy,Paulina Hendel,73,nowosc,7.9,664,1168,126
10-2025,Alkoiluzja. Wyjście z alkoholowej sekty,"Irena A. Stanisławska,Robert Rutkowski",74,awans,7.2,457,1829,117
10-2025,Pułapki myślenia. O myśleniu szybkim i wolnym,Daniel Kahneman,75,awans,7.9,4554,27082,494
10-2025,Kasztanowy ludzik,Søren Sveistrup,76,spadek,7.5,5477,9535,915
10-2025,Dziwne obrazki,Uketsu,77,spadek,7.5,2235,4907,489
10-2025,Atmosfera,Taylor Jenkins Reid,78,spadek,7.4,1019,2024,193
10-2025,Rota,Grzegorz Brudnik,79,spadek,7.6,1670,2691,338
10-2025,Na południe od Brazos,Larry McMurtry,80,awans,8.9,2063,7662,468
10-2025,"Kocham, mama",Iliana Xander,81,spadek,7.5,1240,2184,370
10-2025,Kotlina,Agata Kunderman,82,nowosc,7.0,521,1077,144
10-2025,A jeśli nigdy cię nie zapomnę?,Paige Toon,83,spadek,7.6,506,1193,166
10-2025,Słowik,Kristin Hannah,84,awans,8.3,14469,27020,1955
10-2025,Cień wiatru,Carlos Ruiz Zafón,85,nowosc,8.1,50216,90340,4783
10-2025,"Reminders of him. Cząstka ciebie, którą znam",Colleen Hoover,86,nowosc,8.1,3018,5753,505
10-2025,Korowód,Jakub Małecki,87,spadek,7.4,3777,6823,562
10-2025,Wilk z lasu,Aneta Jadowska,88,nowosc,7.9,885,1458,153
10-2025,Bóg lasów,Liz Moore,89,spadek,7.1,1161,3496,240
10-2025,Narogi,Piotr Kościelny,90,spadek,7.2,988,1465,187
10-2025,Szczelina,Jozef Karika,91,spadek,7.3,6153,10904,1033
10-2025,Bez nadziei,Elsie Silver,92,nowosc,7.7,578,1218,110
10-2025,Zmora. Czarna toń,Robert Małecki,93,nowosc,7.5,699,1128,166
10-2025,Finansowa forteca,Marcin Iwuć,94,spadek,8.9,3189,9893,979
10-2025,Dziewczyna o wyjątkowych dłoniach,Leszek Milewski,95,nowosc,7.4,187,319,69
10-2025,Nic mnie nie złamie. Zapanuj nad swoim umysłem i pokonaj przeciwności losu,David Goggins,96,bez-zmian,7.6,2488,6785,333
10-2025,Osada,Michał Śmielak,97,awans,7.4,5793,8917,962
10-2025,Słodki obłęd,"Jodi Picoult,Jennifer Finney Boylan",98,spadek,7.4,727,1450,169
10-2025,Kres zła,Max Czornyj,99,nowosc,7.7,491,872,126
10-2025,Wielki Marsz,Richard Bachman,100,spadek,7.1,624,1211,82
10-2025,Nie kłam,Freida McFadden,101,spadek,7.2,4285,6944,666
10-2025,Zmora,Robert Małecki,102,nowosc,7.2,2946,5060,542
10-2025,Droga Królów,Brandon Sanderson,103,spadek,8.8,12254,31399,1389
10-2025,Edukacja motyli,Donato Carrisi,104,nowosc,7.6,533,1121,172
10-2025,Każdym drżącym oddechem,Rebecca Yarros,105,spadek,8.1,949,2289,148
10-2025,Czerwień,Małgorzata Oliwia Sobczak,106,spadek,7.3,7767,13029,1212
10-2025,Dlaczego zebry nie mają wrzodów?,Robert M. Sapolsky,107,awans,8.0,683,5996,93
10-2025,Aglo. Banką po Śląsku,Zbigniew Rokita,108,spadek,7.7,407,1175,98
10-2025,Stoner,John Williams,109,nowosc,7.9,3897,9680,674
10-2025,Rozdroże kruków,Andrzej Sapkowski,110,spadek,7.3,10186,16342,1549
10-2025,Lekcje chemii,Bonnie Garmus,111,spadek,8.0,10548,18012,1517
10-2025,"Max, Mischa i ofensywa Tet",Johan Harstad,112,nowosc,8.2,112,789,24
10-2025,"Ja, która nie poznałam mężczyzn",Jacqueline Harpman,113,spadek,7.2,3117,7593,478
10-2025,Gdzie śpiewają raki,Delia Owens,114,nowosc,7.9,28747,48477,3881
10-2025,Jeśli to cię uszczęśliwia,Julie Olivia,115,spadek,7.4,809,1453,230
10-2025,VHS. Przewińmy to jeszcze raz,"Przemek Corso,PigOut",116,nowosc,6.0,208,512,62
10-2025,Substytucja,Remigiusz Mróz,117,spadek,7.5,2835,4362,335
10-2025,Światło w Lavelle,Paullina Simons,118,nowosc,7.6,148,361,46
10-2025,Śnieg przykryje,Michał Śmielak,119,nowosc,7.7,4447,6983,787
10-2025,Zbędni,Wojciech Chmielarz,120,nowosc,7.2,4077,6416,666
10-2025,RAK. Teraz gramy po mojemu,"Nadia Szagdaj,Grzegorz Filarowski",121,nowosc,7.9,139,261,65
10-2025,Ferment,Przemysław Żarski,122,nowosc,7.6,299,590,141
10-2025,Przymierze wody,Abraham Verghese,123,nowosc,8.3,177,1209,54
10-2025,Kasprowy,Remigiusz Mróz,124,spadek,7.1,3041,4817,395
10-2025,Porozumienie bez przemocy. O języku życia,Marshall B. Rosenberg,125,nowosc,8.0,1449,6330,187
10-2025,Anathema,Keri Lake,126,nowosc,7.3,776,2153,209
09-2025,Tajemnica tajemnic,Dan Brown,1,awans,6.7,1891,4726,349
09-2025,Piekło jest puste,Remigiusz Mróz,2,nowosc,7.3,2758,4501,401
09-2025,Obiekty głębokiego nieba,Jakub Małecki,3,awans,7.7,3215,5821,592
09-2025,"Teoria „Pozwól im”.  Odmieniające życie narzędzie, o którym mówią miliony ludzi",Mel Robbins,4,spadek,6.9,1470,5263,237
09-2025,Pomoc domowa,Freida McFadden,5,awans,7.6,10374,16069,1479
09-2025,Cały ten błękit,Mélissa Da Costa,6,spadek,7.8,2948,8801,560
09-2025,Alchemised,SenLinYu,7,nowosc,7.3,1892,5229,459
09-2025,"Schronisko, które przestało istnieć",Sławek Gortych,8,spadek,7.5,14137,24739,1980
09-2025,Zabawa w chowanego,Søren Sveistrup,9,nowosc,7.6,1208,2910,267
09-2025,Małe życie,Hanya Yanagihara,10,spadek,7.8,16644,44203,2658
09-2025,Goście weselni,Alison Espach,11,bez-zmian,7.2,5110,8969,757
09-2025,Zieleń,Małgorzata Oliwia Sobczak,12,nowosc,7.6,2125,3803,338
09-2025,Krąg czasu,Ken Follett,13,awans,6.5,644,1685,149
09-2025,"Schronisko, które zostało zapomniane",Sławek Gortych,14,spadek,7.9,3172,5942,521
09-2025,Bóg lasów,Liz Moore,15,spadek,7.1,1161,3496,240
09-2025,Gołoborze,Maciej Siembieda,16,nowosc,8.3,4219,9777,872
09-2025,Colette,Valérie Perrin,17,spadek,7.8,2180,5508,418
09-2025,Przeprawa,Marek Stelar,18,nowosc,7.0,1181,1903,248
09-2025,Jak rozbiłam szkło. Moje dorastanie wśród Świadków Jehowy,Tulia Topa,19,nowosc,7.3,865,1976,226
09-2025,Dziadek i Niedźwiadek,Łukasz Wierzbicki,20,nowosc,7.9,387,642,73
09-2025,Ogród rozpaczy ziemskich,Beatriz Serrano,21,spadek,7.1,1290,3669,243
09-2025,Gawra,Grzegorz Brudnik,22,nowosc,7.8,1286,1993,229
09-2025,Wielki Marsz,Richard Bachman,23,nowosc,7.1,624,1211,82
09-2025,Nocami krzyczą sarny,Katarzyna Zyskowska,24,spadek,8.1,4293,8727,718
09-2025,Fourth Wing. Czwarte Skrzydło (dodatkowe rozdziały),Rebecca Yarros,25,spadek,8.0,6762,11691,787
09-2025,Chłopki. Opowieść o naszych babkach,Joanna Kuciel-Frydryszak,26,spadek,8.0,18506,33609,2436
09-2025,Każdym drżącym oddechem,Rebecca Yarros,27,nowosc,8.1,949,2289,148
09-2025,Dziwne obrazki,Uketsu,28,spadek,7.5,2235,4907,489
09-2025,Nauczyciele,Freida McFadden,29,spadek,7.1,1562,3071,281
09-2025,Narogi,Piotr Kościelny,30,awans,7.2,988,1465,187
09-2025,Miasteczko,"Piotr C.,Paulina Świst",31,awans,7.1,682,1126,150
09-2025,"Kocham, mama",Iliana Xander,32,nowosc,7.5,1240,2184,370
09-2025,Porzucone dziecko,Marcel Moss,33,nowosc,7.4,1099,1920,301
09-2025,Szczelina,Jozef Karika,34,nowosc,7.3,6153,10904,1033
09-2025,Najmilsi,"Jakub Ćwiek,Wojciech Chmielarz",35,nowosc,6.1,552,1060,151
09-2025,Traktat o łuskaniu fasoli,Wiesław Myśliwski,36,spadek,8.2,9777,26702,1088
09-2025,Śladami zatartych wspomnień,Katarzyna Wolwowicz,37,awans,7.2,1313,1879,207
09-2025,Szept wiatru,Paulina Hendel,38,nowosc,7.5,306,744,67
09-2025,Kasztanowy ludzik,Søren Sveistrup,39,nowosc,7.5,5477,9535,915
09-2025,Dwór cierni i róż,Sarah J. Maas,40,spadek,7.5,4543,8947,447
09-2025,Październikowa rdza,Agnieszka Kuchmister,41,nowosc,7.3,363,989,161
09-2025,Przepraszam za brzydkie pismo. Pamiętniki wiejskich kobiet,Antonina Tosiek,42,awans,7.3,505,2498,95
09-2025,Katharsis,Maciej Siembieda,43,awans,8.2,4763,9338,757
09-2025,Bóg techy. Jak wielkie firmy technologiczne przejmują władzę nad Polską i światem,Sylwia Czubkowska,44,spadek,7.7,1047,4035,174
09-2025,Bezsilna,Piotr Kościelny,45,nowosc,7.3,732,1259,224
09-2025,Koniec Wieczności,Isaac Asimov,46,awans,7.5,1552,3894,197
09-2025,Sztil,Magdalena Witkiewicz,47,spadek,7.3,1023,1720,192
09-2025,Droga Królów,Brandon Sanderson,48,awans,8.8,12254,31399,1389
09-2025,Polowanie na Babiej Górze,Irena Małysa,49,nowosc,7.4,671,1208,111
09-2025,Jeśli to cię uszczęśliwia,Julie Olivia,50,nowosc,7.4,809,1453,230
09-2025,Piękna brzydota,Alice Feeney,51,nowosc,6.9,935,1495,211
09-2025,"Zadzwoń, jak dojedziesz",Jakub Bączykowski,52,spadek,7.6,3402,6656,703
09-2025,Strażniczki moralności,Anna H. Niemczynow,53,nowosc,7.8,264,533,123
09-2025,Skończyły mi się oczy,Grażyna Jeromin-Gałuszka,54,spadek,7.5,659,1869,155
09-2025,Nie kłam,Freida McFadden,55,spadek,7.2,4285,6944,666
09-2025,Rota,Grzegorz Brudnik,56,nowosc,7.6,1670,2691,338
09-2025,Człowiek w poszukiwaniu sensu,Viktor E. Frankl,57,awans,7.9,11799,29006,1206
09-2025,Rdzeń,Weronika Mathia,58,spadek,7.4,1423,2349,319
09-2025,Finansowa forteca,Marcin Iwuć,59,awans,8.9,3189,9893,979
09-2025,Światłoczułość,Jakub Jarno,60,awans,7.7,3924,9285,693
09-2025,Kobiety niezłomnego ducha,Edyta Świętek,61,nowosc,7.7,284,498,60
09-2025,Smak dojrzałych jabłek,Karolina Wilczyńska,62,nowosc,7.6,251,501,108
09-2025,Korowód,Jakub Małecki,63,spadek,7.4,3777,6823,562
09-2025,Substytucja,Remigiusz Mróz,64,spadek,7.5,2835,4362,335
09-2025,Za późno na nas,Gabriela Gargaś,65,nowosc,7.5,384,745,158
09-2025,W kajdanach,SenLinYu,66,nowosc,8.3,319,718,64
09-2025,"Odwaga bycia nielubianym. Japoński fenomen, który pokazuje jak być wolnym i odmienić własne życie",Ichirō Kishimi,67,awans,7.3,2412,9138,329
09-2025,A jeśli nigdy cię nie zapomnę?,Paige Toon,68,nowosc,7.6,506,1193,166
09-2025,Atmosfera,Taylor Jenkins Reid,69,nowosc,7.4,1019,2024,193
09-2025,Wyjaśniamy morderstwa,Richard Osman,70,nowosc,6.9,266,733,90
09-2025,Gdy powrócą kanarki,Laura Barrow,71,spadek,7.0,979,2532,191
09-2025,Hyperion,Dan Simmons,72,awans,8.2,10013,22624,1033
09-2025,"Atomowe nawyki. Drobne zmiany, niezwykłe efekty",James Clear,73,spadek,7.7,7839,20186,832
09-2025,Hipnoza,Krzysztof Bochus,74,nowosc,7.8,374,646,125
09-2025,Regiel,Michał Śmielak,75,spadek,7.3,1786,2673,314
09-2025,Za maską wroga,Anna Rybakiewicz,76,nowosc,8.0,484,810,155
09-2025,Lights Out,Navessa Allen,77,nowosc,7.0,1294,2381,281
09-2025,"Nasze miejsce, nasz czas",Wioletta Sawicka,78,nowosc,8.4,231,405,64
09-2025,Wichrowe wzgórza,Emily Jane Brontë,79,nowosc,7.4,890,1902,100
09-2025,Szklany Tron,Sarah J. Maas,80,awans,7.8,15944,32149,1678
09-2025,"Schronisko, które przetrwało",Sławek Gortych,81,awans,7.9,9141,14808,1039
09-2025,Słodki obłęd,"Jodi Picoult,Jennifer Finney Boylan",82,nowosc,7.4,727,1450,169
09-2025,Dzikie łabędzie. Trzy córki Chin,Jung Chang,83,spadek,8.0,1643,5110,201
09-2025,Lekcje chemii,Bonnie Garmus,84,spadek,8.0,10548,18012,1517
09-2025,Patronka północy,Justyna Komuda,85,nowosc,8.2,150,291,67
09-2025,Czerwień,Małgorzata Oliwia Sobczak,86,awans,7.3,7767,13029,1212
09-2025,Alkoiluzja. Wyjście z alkoholowej sekty,"Irena A. Stanisławska,Robert Rutkowski",87,awans,7.2,457,1829,117
09-2025,Szkarłatna Ćma,Kristen Ciccarelli,88,nowosc,7.6,1876,5035,415
09-2025,Diabły,Joe Abercrombie,89,bez-zmian,7.6,617,2091,132
09-2025,W dobrych rękach,Yael van der Wouden,90,nowosc,7.1,545,2041,125
09-2025,Życie Violette,Valérie Perrin,91,spadek,7.8,7809,14661,1220
09-2025,Na południe od Brazos,Larry McMurtry,92,awans,8.9,2063,7662,468
09-2025,Nic mnie nie złamie. Zapanuj nad swoim umysłem i pokonaj przeciwności losu,David Goggins,93,spadek,7.6,2488,6785,333
09-2025,Rozdroże kruków,Andrzej Sapkowski,94,spadek,7.3,10186,16342,1549
09-2025,Słodkich snów,Mimi Lisette,95,nowosc,7.9,282,669,86
09-2025,Stefcia,Joanna Adamek,96,nowosc,7.7,519,1247,136
09-2025,Wczoraj byłaś zła na zielono,Eliza Kącka,97,nowosc,7.2,1280,4261,285
09-2025,Kasprowy,Remigiusz Mróz,98,spadek,7.1,3041,4817,395
